price,bedrooms,bathrooms,floors
313000.0,3.0,1.5,1.5
2384000.0,5.0,2.5,2.0
342000.0,3.0,2.0,1.0
420000.0,3.0,2.25,1.0
550000.0,4.0,2.5,1.0
490000.0,2.0,1.0,1.0
335000.0,2.0,2.0,1.0
482000.0,4.0,2.5,2.0
452500.0,3.0,2.5,1.0
640000.0,4.0,2.0,1.5
463000.0,3.0,1.75,1.0
1400000.0,4.0,2.5,1.5
588500.0,3.0,1.75,1.0
365000.0,3.0,1.0,1.0
1200000.0,5.0,2.75,1.5
242500.0,3.0,1.5,1.0
419000.0,3.0,1.5,1.0
367500.0,4.0,3.0,2.0
257950.0,3.0,1.75,1.0
275000.0,3.0,1.5,1.0
750000.0,3.0,1.75,2.0
435000.0,4.0,1.0,1.0
626000.0,3.0,2.25,2.5
612500.0,4.0,2.5,2.0
495000.0,4.0,1.75,1.0
285000.0,3.0,2.5,1.0
615000.0,3.0,1.75,1.0
698000.0,4.0,2.25,1.5
675000.0,5.0,2.5,2.0
790000.0,3.0,2.5,1.0
382500.0,4.0,1.75,1.0
499950.0,4.0,2.5,2.0
650000.0,4.0,2.0,1.5
625000.0,4.0,2.5,2.0
400000.0,4.0,2.5,1.5
604000.0,3.0,2.5,2.0
440000.0,2.0,1.0,1.0
287200.0,3.0,3.0,1.0
403000.0,3.0,2.0,1.0
750000.0,3.0,2.5,1.0
335000.0,3.0,2.25,1.0
260000.0,4.0,2.0,1.0
308500.0,2.0,1.0,1.0
439950.0,3.0,2.5,2.0
235000.0,2.0,1.0,1.0
315000.0,3.0,1.0,1.0
437500.0,3.0,2.25,2.0
407500.0,3.0,2.5,2.0
445700.0,3.0,2.5,3.0
838000.0,4.0,2.5,2.0
630000.0,4.0,2.75,2.0
550000.0,3.0,1.75,1.5
805000.0,3.0,2.0,1.5
284000.0,3.0,1.75,1.0
470000.0,5.0,2.5,1.0
430000.0,4.0,1.5,1.0
491500.0,4.0,1.75,1.0
785000.0,5.0,3.25,2.0
385000.0,3.0,3.25,2.0
295000.0,2.0,2.5,2.0
555000.0,4.0,2.5,2.0
459990.0,3.0,2.5,2.0
625000.0,4.0,3.25,1.0
300000.0,3.0,2.5,2.0
625000.0,4.0,2.75,2.0
553000.0,2.0,1.0,1.0
379880.0,3.0,2.5,1.0
310000.0,3.0,1.0,1.0
775000.0,2.0,2.5,1.0
365000.0,3.0,2.5,1.0
331950.0,4.0,2.5,2.0
783500.0,3.0,2.5,2.0
628000.0,4.0,2.0,1.0
560000.0,3.0,2.5,2.0
900000.0,3.0,1.0,1.0
531000.0,2.0,3.0,2.0
831000.0,4.0,3.0,2.0
780000.0,4.0,2.5,2.0
755000.0,4.0,2.5,1.0
705380.0,3.0,2.5,2.0
627000.0,4.0,2.25,1.0
865000.0,4.0,3.0,2.0
580000.0,2.0,1.0,1.0
410000.0,3.0,2.25,1.0
485000.0,4.0,3.0,1.0
400000.0,2.0,1.75,1.0
549000.0,2.0,1.0,1.0
620000.0,3.0,1.75,2.5
405000.0,2.0,3.0,2.0
232000.0,2.0,1.0,1.0
800866.0,5.0,2.5,2.0
650000.0,3.0,1.5,1.0
823000.0,6.0,1.75,2.5
770000.0,3.0,2.0,1.5
524000.0,3.0,1.75,1.0
541125.0,5.0,2.75,1.0
670000.0,3.0,2.5,3.0
384900.0,5.0,2.5,1.0
406100.0,3.0,2.25,3.0
1395000.0,5.0,3.5,2.0
736500.0,4.0,2.5,2.0
570000.0,3.0,2.25,1.0
787000.0,3.0,1.75,1.0
328000.0,4.0,2.5,2.0
435000.0,5.0,2.0,1.0
499000.0,4.0,2.5,2.0
501000.0,4.0,1.0,1.0
1090000.0,4.0,2.5,2.5
400000.0,2.0,1.0,1.0
220000.0,4.0,1.5,1.0
657100.0,4.0,1.0,1.0
309950.0,4.0,2.75,2.0
300000.0,3.0,2.0,1.0
525888.0,5.0,1.75,1.0
740000.0,4.0,1.75,1.5
340000.0,5.0,1.0,1.5
398750.0,3.0,2.5,2.0
206000.0,2.0,1.0,1.0
1030000.0,5.0,2.75,1.0
600000.0,3.0,1.75,1.0
379950.0,4.0,1.75,1.0
287000.0,3.0,1.0,1.0
2280000.0,7.0,8.0,3.0
309950.0,3.0,2.5,2.0
600000.0,3.0,1.75,1.0
418000.0,3.0,2.0,1.5
449250.0,4.0,2.0,1.5
329950.0,2.0,1.0,1.5
245000.0,3.0,1.75,1.0
549000.0,4.0,2.5,2.0
800000.0,3.0,2.5,2.0
249950.0,3.0,2.0,1.0
210000.0,5.0,2.0,1.0
1425000.0,2.0,2.5,2.0
585000.0,2.0,1.0,1.5
615000.0,4.0,1.75,1.0
618500.0,3.0,2.0,1.0
487585.0,4.0,1.75,1.0
509900.0,3.0,2.5,2.0
631625.0,4.0,2.5,2.0
555000.0,3.0,2.5,2.0
340000.0,2.0,1.5,2.0
830000.0,4.0,2.5,2.0
890000.0,4.0,4.25,2.0
366750.0,3.0,3.0,3.0
415000.0,3.0,2.25,2.5
416286.0,3.0,2.5,3.0
478000.0,3.0,2.5,2.0
890000.0,5.0,3.5,2.0
419190.0,2.0,2.5,2.0
712198.0,4.0,2.5,2.0
397000.0,4.0,2.0,1.0
450000.0,2.0,2.0,1.5
353000.0,3.0,1.0,1.0
609000.0,4.0,2.5,2.0
234000.0,3.0,1.75,1.0
561000.0,3.0,2.0,2.0
469000.0,2.0,1.0,1.0
329350.0,2.0,1.0,1.0
488000.0,5.0,2.0,1.5
279900.0,3.0,1.75,1.0
606000.0,4.0,2.5,2.0
312000.0,4.0,2.0,1.0
650000.0,3.0,1.5,1.0
1135000.0,4.0,2.75,1.0
325000.0,4.0,2.5,1.0
425000.0,4.0,2.0,1.0
219000.0,2.0,1.0,1.0
250000.0,3.0,1.0,1.0
390000.0,3.0,1.75,1.0
475000.0,6.0,3.0,1.5
736000.0,4.0,2.5,2.0
407000.0,4.0,2.25,1.0
272000.0,3.0,2.5,2.0
362000.0,3.0,2.25,1.0
535000.0,3.0,2.5,2.0
284000.0,4.0,2.5,2.0
367500.0,3.0,1.5,1.0
379900.0,4.0,1.75,1.0
520000.0,3.0,2.5,2.0
175000.0,3.0,1.0,1.0
460000.0,2.0,2.25,2.0
345000.0,4.0,2.5,2.0
455000.0,5.0,2.5,1.0
610000.0,4.0,3.0,1.0
563000.0,4.0,3.0,2.0
612500.0,4.0,2.0,1.0
218000.0,3.0,1.75,1.0
404000.0,4.0,1.75,1.0
860000.0,4.0,2.0,2.0
136500.0,3.0,1.5,1.0
313950.0,3.0,1.0,1.0
575000.0,3.0,1.75,1.0
1225000.0,4.0,2.25,2.0
280000.0,3.0,1.75,1.0
515000.0,3.0,2.5,2.0
513000.0,4.0,2.5,2.0
599000.0,4.0,2.25,2.0
685000.0,4.0,2.5,2.0
365000.0,3.0,1.5,1.0
762300.0,4.0,2.5,2.0
1580000.0,4.0,3.25,1.5
562000.0,5.0,2.25,2.0
530000.0,5.0,2.5,1.0
525000.0,3.0,2.5,1.0
484000.0,2.0,1.75,1.0
725126.0,4.0,2.5,2.0
360000.0,4.0,2.0,1.0
387000.0,3.0,1.0,1.0
483500.0,4.0,2.5,2.0
655500.0,4.0,3.5,2.0
345000.0,3.0,1.0,1.0
533000.0,5.0,2.75,1.5
385000.0,3.0,1.75,1.0
675000.0,2.0,1.0,1.0
197000.0,3.0,1.75,1.0
485000.0,3.0,2.0,1.5
1870000.0,5.0,4.0,2.0
295000.0,3.0,2.25,1.0
499000.0,2.0,1.75,1.0
1050000.0,3.0,2.5,2.0
191000.0,3.0,1.5,1.0
500000.0,3.0,2.5,3.0
390000.0,5.0,3.75,1.0
979000.0,3.0,2.5,3.0
580000.0,4.0,3.25,2.0
369950.0,3.0,2.0,3.0
1800000.0,5.0,5.0,2.0
776000.0,4.0,2.5,2.0
519950.0,3.0,2.25,3.0
255000.0,5.0,2.25,1.0
495000.0,3.0,1.0,1.0
510000.0,4.0,2.5,2.0
1150000.0,4.0,4.0,2.0
253000.0,3.0,1.75,1.0
503000.0,3.0,2.75,1.0
275000.0,3.0,2.5,2.0
249000.0,3.0,1.0,1.0
310000.0,3.0,1.75,1.0
750000.0,3.0,2.75,1.0
630000.0,3.0,2.5,2.0
599999.0,9.0,4.5,2.5
758000.0,4.0,2.75,1.0
248500.0,4.0,1.75,1.0
310000.0,3.0,1.75,1.0
460000.0,3.0,2.0,2.0
675000.0,3.0,1.75,1.0
526000.0,2.0,2.0,1.5
560000.0,3.0,3.0,2.0
415000.0,4.0,3.0,2.0
246000.0,3.0,1.0,1.0
314500.0,3.0,1.75,1.0
3200000.0,7.0,4.5,2.5
420000.0,2.0,1.5,1.5
535000.0,3.0,1.75,1.5
350000.0,3.0,1.0,1.0
515000.0,3.0,1.75,1.0
749950.0,4.0,2.75,2.0
230000.0,3.0,2.5,2.0
568000.0,3.0,2.0,1.5
250000.0,1.0,1.0,1.0
581000.0,4.0,2.0,1.0
651000.0,3.0,2.5,2.0
600000.0,3.0,2.5,1.0
500000.0,2.0,1.0,1.5
475000.0,2.0,1.0,1.0
352000.0,5.0,2.5,1.0
420000.0,3.0,2.25,2.0
428000.0,2.0,2.0,1.0
599000.0,3.0,1.75,1.0
492000.0,4.0,2.5,1.5
630000.0,2.0,2.25,1.0
900000.0,5.0,3.75,2.0
1110000.0,4.0,1.5,1.0
575000.0,4.0,2.0,1.0
705000.0,4.0,2.5,1.5
940000.0,4.0,2.25,1.0
313000.0,3.0,1.75,1.0
618080.0,3.0,2.5,2.0
640000.0,3.0,3.0,2.0
485000.0,3.0,2.0,1.0
300000.0,2.0,1.0,1.0
379500.0,2.0,1.0,1.0
339950.0,3.0,2.25,2.0
1500000.0,6.0,2.5,2.5
1340000.0,3.0,3.0,2.0
500000.0,3.0,2.5,1.0
239900.0,3.0,2.0,1.0
314950.0,3.0,1.0,1.0
361280.0,2.0,1.0,1.0
100000.0,2.0,1.0,1.0
540000.0,7.0,5.75,2.0
480500.0,4.0,2.5,1.0
280000.0,3.0,2.5,2.0
440000.0,3.0,1.75,1.0
530000.0,3.0,1.0,1.0
560000.0,3.0,2.0,1.0
775000.0,3.0,2.0,1.5
160000.0,2.0,1.0,1.0
209950.0,3.0,1.5,1.0
226500.0,3.0,1.75,1.0
380000.0,5.0,1.75,1.0
409500.0,4.0,2.75,1.0
690000.0,3.0,2.0,1.0
405000.0,3.0,2.25,1.0
375000.0,3.0,2.5,2.0
794154.0,4.0,2.0,1.0
185000.0,4.0,1.0,1.0
245000.0,3.0,1.5,2.0
1532500.0,5.0,4.5,2.0
1040000.0,4.0,3.5,2.0
425000.0,2.0,2.5,3.0
495000.0,4.0,2.75,2.0
365000.0,5.0,2.75,1.0
417250.0,3.0,2.25,3.0
339950.0,2.0,1.0,3.0
615000.0,2.0,1.0,1.0
403000.0,3.0,2.75,2.0
980000.0,5.0,2.5,1.0
258000.0,4.0,1.75,1.0
533000.0,3.0,1.0,1.0
537500.0,4.0,2.5,2.0
830000.0,5.0,3.0,1.0
712000.0,3.0,1.0,1.5
262000.0,4.0,2.5,2.0
753888.0,4.0,2.5,2.0
134000.0,2.0,1.5,2.0
402000.0,3.0,2.5,1.0
205000.0,2.0,1.0,1.0
553650.0,2.0,2.5,2.0
559950.0,2.0,2.0,1.0
260000.0,4.0,1.5,1.0
270000.0,4.0,2.5,2.0
295000.0,2.0,1.75,1.0
719000.0,3.0,2.5,1.5
266000.0,3.0,2.5,1.0
325900.0,4.0,2.5,2.0
647500.0,4.0,1.75,1.0
1039000.0,4.0,1.0,2.0
569000.0,4.0,2.25,2.0
246000.0,3.0,1.75,1.0
515000.0,2.0,1.0,1.0
207000.0,3.0,1.0,1.0
780000.0,4.0,1.75,1.0
489990.0,5.0,2.25,1.5
335000.0,3.0,1.5,1.5
295000.0,3.0,2.5,2.0
385000.0,3.0,1.75,1.0
350000.0,4.0,1.75,1.0
235000.0,2.0,1.0,1.0
358000.0,2.0,1.5,2.0
716500.0,4.0,2.5,2.0
228000.0,4.0,1.75,1.0
405000.0,2.0,1.0,1.0
538000.0,4.0,1.75,1.0
530000.0,3.0,1.75,1.0
1750000.0,6.0,3.0,2.5
636000.0,2.0,1.75,1.5
535000.0,4.0,2.5,2.0
1500000.0,3.0,1.75,1.0
868500.0,3.0,2.5,3.0
530000.0,4.0,2.75,1.5
450000.0,3.0,2.0,1.0
230000.0,3.0,1.75,1.0
229000.0,3.0,2.5,2.0
437000.0,3.0,1.75,1.0
1307000.0,5.0,3.25,1.5
595000.0,3.0,2.5,2.0
660000.0,3.0,1.75,1.5
347500.0,4.0,2.5,2.0
297950.0,3.0,2.0,1.0
245000.0,3.0,1.5,1.0
543200.0,6.0,2.25,1.5
1250000.0,4.0,3.25,2.0
413450.0,3.0,2.5,3.0
330000.0,2.0,2.0,1.5
424500.0,3.0,1.75,1.0
230000.0,3.0,1.0,1.0
930000.0,3.0,3.25,2.0
349000.0,3.0,1.75,1.0
835000.0,4.0,2.0,1.5
988500.0,3.0,2.75,2.0
500000.0,3.0,1.75,3.0
499000.0,2.0,1.5,2.0
321950.0,2.0,1.25,2.0
494000.0,3.0,2.5,2.0
441750.0,2.0,1.5,3.0
438000.0,2.0,1.0,2.0
985000.0,4.0,2.25,2.0
352000.0,3.0,2.25,1.0
839900.0,4.0,3.5,1.0
765000.0,4.0,2.75,2.0
460000.0,4.0,1.75,1.5
224500.0,4.0,1.0,1.5
254000.0,3.0,2.5,2.0
255000.0,2.0,1.0,1.0
610000.0,3.0,3.0,1.0
920000.0,4.0,3.0,2.0
402500.0,4.0,2.5,2.0
280950.0,3.0,1.75,1.0
604000.0,4.0,2.5,2.0
565000.0,4.0,2.25,2.0
255000.0,2.0,1.0,1.0
445000.0,4.0,2.0,1.0
2400000.0,3.0,2.25,1.5
195000.0,2.0,1.0,1.0
275000.0,3.0,1.5,1.0
387000.0,3.0,2.25,2.0
490000.0,2.0,1.0,1.5
505000.0,3.0,2.5,2.0
303500.0,3.0,1.5,1.0
270000.0,3.0,1.5,1.0
323000.0,4.0,2.75,1.0
382000.0,3.0,3.25,3.0
1370000.0,4.0,2.75,1.0
280000.0,4.0,2.0,1.0
260000.0,3.0,2.0,1.0
201500.0,3.0,1.0,1.0
1157200.0,4.0,4.25,2.0
536500.0,4.0,1.75,1.5
248000.0,4.0,3.0,2.0
532000.0,5.0,3.0,1.0
580000.0,4.0,2.5,2.0
463000.0,2.0,1.0,1.0
742500.0,4.0,2.75,2.0
260000.0,3.0,2.5,1.0
590000.0,4.0,2.25,1.0
312000.0,4.0,2.25,1.0
566000.0,3.0,2.25,1.0
511555.0,3.0,2.0,1.0
583000.0,4.0,2.5,2.0
290000.0,4.0,2.5,1.0
311100.0,4.0,2.25,1.0
325000.0,3.0,2.25,3.0
491300.0,3.0,1.75,1.0
315000.0,5.0,1.75,1.0
360000.0,2.0,1.0,1.0
330000.0,4.0,2.5,2.0
481450.0,3.0,2.0,1.0
234950.0,3.0,1.0,1.0
251000.0,3.0,1.75,1.0
782000.0,4.0,2.5,2.0
833000.0,4.0,2.75,2.0
542500.0,4.0,2.5,2.0
851000.0,3.0,2.5,2.0
325000.0,4.0,1.5,1.0
415000.0,4.0,2.25,2.0
252500.0,3.0,1.0,1.0
465000.0,4.0,2.5,1.0
336900.0,3.0,1.75,1.0
225000.0,3.0,2.5,2.0
270000.0,3.0,2.0,1.0
1702500.0,5.0,4.5,2.0
536000.0,3.0,1.75,1.5
585000.0,4.0,3.25,2.0
445000.0,2.0,2.0,1.0
320000.0,4.0,2.25,2.0
769900.0,4.0,3.5,2.0
557000.0,4.0,2.5,2.0
212000.0,2.0,1.5,2.0
376000.0,3.0,2.0,3.0
800000.0,4.0,3.25,2.0
2238888.0,5.0,6.5,2.0
324000.0,3.0,2.25,2.0
549900.0,5.0,2.75,1.0
320000.0,3.0,2.5,2.0
875000.0,4.0,2.0,1.0
265000.0,4.0,1.0,1.0
394950.0,3.0,2.5,3.0
842500.0,4.0,2.5,2.5
368000.0,3.0,2.5,2.0
1225000.0,4.0,4.5,1.0
885000.0,4.0,2.5,2.0
453246.0,3.0,2.5,2.0
927000.0,4.0,2.75,2.0
490000.0,2.0,2.5,2.0
341000.0,3.0,1.5,1.5
235000.0,1.0,1.0,1.0
1200000.0,3.0,1.75,1.5
560000.0,3.0,2.0,1.0
900000.0,4.0,3.25,2.0
255000.0,2.0,1.0,1.0
1575000.0,5.0,2.75,1.0
876650.0,3.0,3.25,1.5
540000.0,4.0,2.25,1.0
350000.0,2.0,1.0,1.5
750000.0,4.0,2.5,2.0
582000.0,4.0,1.75,1.0
1315000.0,4.0,3.5,2.0
372500.0,5.0,3.0,1.0
410000.0,3.0,2.25,2.0
360000.0,4.0,2.0,1.0
1015000.0,3.0,2.5,1.0
225000.0,3.0,1.0,1.0
647000.0,4.0,2.5,2.0
950000.0,5.0,3.0,1.5
185000.0,3.0,1.5,1.0
335000.0,3.0,2.5,2.0
210000.0,3.0,2.5,2.0
522000.0,4.0,2.25,1.0
770000.0,3.0,1.75,1.0
499950.0,3.0,1.0,1.0
751000.0,4.0,2.5,2.0
330000.0,5.0,3.0,1.0
465000.0,3.0,1.5,1.0
850000.0,4.0,1.75,1.0
947500.0,4.0,2.25,1.5
302000.0,5.0,2.25,2.0
500000.0,2.0,2.25,3.0
201000.0,3.0,1.0,1.0
265000.0,2.0,1.0,2.0
870300.0,4.0,2.5,1.5
339000.0,3.0,1.0,1.0
690000.0,4.0,2.5,2.0
788000.0,4.0,3.25,2.0
315275.0,3.0,1.75,1.0
505000.0,4.0,1.75,1.0
368000.0,3.0,1.0,1.0
947500.0,3.0,2.75,1.5
156000.0,3.0,1.0,1.0
610000.0,4.0,3.0,1.5
420000.0,2.0,2.5,3.0
192000.0,2.0,1.0,1.0
910000.0,3.0,2.0,1.0
1300000.0,4.0,3.25,2.0
1346400.0,5.0,1.75,1.0
840000.0,4.0,2.75,1.5
300000.0,2.0,1.75,1.0
505000.0,4.0,2.5,1.0
110000.0,3.0,1.0,1.0
746000.0,3.0,2.5,2.0
211000.0,3.0,1.5,1.0
675000.0,4.0,3.0,1.0
734200.0,4.0,2.5,1.5
1225000.0,4.0,2.25,1.0
615000.0,2.0,1.75,1.5
630000.0,4.0,2.0,2.0
1264000.0,4.0,3.75,2.0
301500.0,2.0,1.5,2.0
369000.0,2.0,2.5,2.0
635000.0,3.0,2.5,3.0
1033888.0,4.0,3.25,2.0
383000.0,4.0,2.5,2.0
1050000.0,4.0,3.75,2.0
455000.0,4.0,2.5,2.0
819900.0,5.0,2.75,2.0
625000.0,3.0,3.5,2.0
651000.0,4.0,2.5,2.0
480000.0,5.0,4.75,1.0
757000.0,3.0,3.25,2.0
460000.0,3.0,2.25,1.0
267345.0,4.0,2.25,1.0
530000.0,2.0,2.0,1.0
449500.0,3.0,2.0,1.0
289000.0,3.0,1.0,1.0
373000.0,5.0,2.5,2.0
525000.0,5.0,3.0,2.0
777000.0,3.0,3.25,2.0
550000.0,4.0,2.0,1.0
523000.0,3.0,1.5,1.0
628000.0,4.0,2.0,1.0
581000.0,4.0,1.75,1.0
245000.0,5.0,1.75,1.0
415000.0,3.0,1.75,1.0
1895000.0,5.0,2.25,2.0
225000.0,3.0,1.5,1.0
287000.0,3.0,2.25,1.0
799200.0,6.0,3.0,2.5
239950.0,3.0,1.0,1.5
591000.0,3.0,1.75,1.0
700000.0,3.0,2.5,2.0
475000.0,4.0,2.5,1.0
575000.0,3.0,1.75,1.0
771000.0,3.0,2.25,1.5
155000.0,2.0,1.0,1.0
550000.0,7.0,4.0,2.0
645000.0,3.0,2.5,2.0
464000.0,5.0,2.5,1.0
1050000.0,4.0,3.25,2.0
350000.0,3.0,2.5,2.0
591000.0,4.0,2.25,2.0
2555000.0,4.0,2.5,2.0
717000.0,3.0,1.5,1.0
225000.0,4.0,1.5,1.5
225000.0,3.0,1.0,1.0
345000.0,3.0,1.75,1.0
230000.0,2.0,0.75,1.0
385000.0,3.0,2.0,1.0
90000.0,2.0,1.0,1.0
860000.0,4.0,2.5,1.0
675000.0,4.0,2.5,2.0
975000.0,4.0,2.5,2.0
780000.0,3.0,1.75,1.0
370000.0,3.0,1.75,1.0
665000.0,3.0,2.0,1.5
675000.0,5.0,3.0,1.0
620000.0,3.0,1.0,1.5
1105000.0,4.0,1.5,2.0
450000.0,3.0,2.75,2.0
450000.0,3.0,2.25,1.0
530000.0,3.0,1.75,1.0
635000.0,4.0,1.75,1.0
580000.0,5.0,2.0,1.0
1550000.0,5.0,3.25,1.0
285000.0,3.0,1.0,1.0
375000.0,3.0,1.0,1.0
1400000.0,5.0,4.25,2.0
560000.0,3.0,1.0,2.0
405000.0,4.0,1.75,1.0
413000.0,4.0,1.0,1.0
287600.0,3.0,2.5,2.0
1680000.0,5.0,3.25,2.0
225000.0,3.0,1.0,1.0
319000.0,3.0,1.0,1.0
322500.0,3.0,2.0,1.0
570000.0,3.0,2.0,1.0
465000.0,3.0,1.5,1.0
435000.0,4.0,2.25,2.0
502000.0,4.0,2.5,2.0
525000.0,3.0,3.5,2.0
525000.0,3.0,2.5,2.0
660000.0,4.0,3.5,2.0
870000.0,4.0,2.5,2.5
650000.0,4.0,2.5,2.0
505000.0,4.0,2.5,2.0
330000.0,3.0,2.5,1.0
385000.0,4.0,1.75,1.0
306000.0,3.0,1.5,3.0
546000.0,3.0,1.75,1.0
925000.0,4.0,2.5,2.5
542000.0,4.0,1.75,1.0
800000.0,3.0,1.0,1.5
620000.0,5.0,2.5,2.0
175000.0,2.0,1.0,1.0
740000.0,5.0,5.0,1.0
345000.0,3.0,2.25,2.0
510000.0,3.0,1.75,1.0
530000.0,4.0,2.75,1.0
155000.0,2.0,1.0,1.0
266000.0,3.0,2.5,1.0
257200.0,3.0,2.0,1.0
265000.0,3.0,2.0,1.0
372220.0,3.0,1.0,1.0
337500.0,5.0,2.0,1.0
582500.0,2.0,1.5,1.0
489200.0,3.0,2.75,1.5
405100.0,2.0,1.0,1.0
372977.0,3.0,2.5,2.0
310000.0,3.0,1.0,1.0
538000.0,3.0,1.75,1.5
1400000.0,3.0,2.5,2.0
317000.0,3.0,2.5,2.0
702500.0,3.0,1.5,2.0
565000.0,4.0,2.5,2.0
723000.0,4.0,2.5,2.0
766950.0,3.0,2.5,1.5
682000.0,3.0,1.75,1.5
325000.0,3.0,2.5,2.0
543000.0,3.0,2.5,1.0
525000.0,3.0,1.75,1.5
364000.0,4.0,1.75,1.0
394475.0,2.0,1.0,1.0
316000.0,4.0,2.5,2.0
339950.0,3.0,1.0,1.5
486000.0,4.0,2.5,1.0
160000.0,3.0,1.0,1.0
930000.0,3.0,2.5,1.0
139000.0,3.0,1.0,1.0
562000.0,3.0,1.5,1.0
299000.0,2.0,1.75,1.0
511000.0,3.0,2.5,2.0
499000.0,3.0,2.0,1.5
356000.0,3.0,3.5,2.0
470000.0,4.0,2.5,2.0
715000.0,4.0,2.25,1.0
1120000.0,4.0,2.25,2.0
458000.0,3.0,1.0,1.0
966000.0,5.0,4.5,2.0
305495.0,3.0,1.75,2.0
543000.0,2.0,2.0,1.5
340000.0,3.0,2.25,2.0
633100.0,4.0,2.5,2.0
310000.0,3.0,1.0,1.0
349950.0,5.0,3.0,1.0
267800.0,2.0,1.0,1.0
234000.0,4.0,2.0,1.0
740000.0,4.0,2.5,2.0
607500.0,5.0,1.75,1.5
223000.0,3.0,1.75,1.0
400000.0,2.0,1.0,1.0
802000.0,3.0,2.5,2.0
253000.0,4.0,2.5,2.0
1058000.0,4.0,2.0,1.0
300000.0,3.0,1.0,1.0
625000.0,4.0,2.75,1.0
707000.0,4.0,3.25,2.0
950000.0,4.0,2.5,2.0
420000.0,4.0,2.5,2.0
498000.0,4.0,2.75,1.0
450000.0,3.0,2.5,2.0
955000.0,5.0,2.25,2.0
215000.0,2.0,1.0,1.0
437000.0,3.0,2.75,2.0
773000.0,3.0,2.75,2.0
1222500.0,4.0,3.5,1.5
256883.0,3.0,2.5,2.0
592500.0,4.0,2.5,1.0
252350.0,3.0,2.0,1.0
370000.0,4.0,2.5,2.0
465750.0,3.0,1.5,1.0
185000.0,3.0,1.0,1.0
582800.0,4.0,2.75,1.0
245000.0,3.0,1.75,1.0
302000.0,4.0,1.75,1.0
451555.0,2.0,1.0,1.0
250000.0,3.0,1.0,1.0
255000.0,4.0,2.5,2.0
840000.0,4.0,1.75,1.0
190000.0,3.0,1.0,1.0
349950.0,3.0,1.0,1.0
613000.0,4.0,2.0,1.5
300000.0,3.0,1.0,1.0
455000.0,3.0,2.5,1.0
335000.0,3.0,2.25,2.0
197500.0,3.0,1.0,1.5
412500.0,3.0,1.5,1.0
395300.0,3.0,1.5,1.0
342400.0,3.0,2.25,2.0
749400.0,4.0,2.5,2.0
316500.0,4.0,2.5,2.0
390000.0,3.0,2.5,2.0
225000.0,3.0,2.0,1.0
550000.0,3.0,2.25,1.0
280000.0,3.0,1.0,1.5
1255000.0,4.0,2.5,2.0
575000.0,2.0,1.0,1.0
1000000.0,5.0,4.25,2.0
585000.0,5.0,1.75,2.0
620000.0,4.0,2.5,2.0
204700.0,4.0,2.0,1.0
695000.0,4.0,3.0,2.0
689900.0,4.0,3.25,2.0
375000.0,4.0,1.75,1.0
475000.0,7.0,3.5,1.0
215000.0,3.0,1.0,1.0
2100000.0,4.0,1.75,2.0
790000.0,3.0,1.75,1.0
350000.0,3.0,1.75,1.0
695000.0,3.0,2.5,2.0
263000.0,3.0,2.25,2.0
400000.0,3.0,1.0,1.0
525000.0,3.0,2.5,2.0
349950.0,3.0,2.5,2.0
1085000.0,4.0,3.25,1.0
744000.0,4.0,3.0,2.5
312500.0,2.0,1.0,1.0
240000.0,3.0,2.0,1.0
495000.0,4.0,2.0,1.5
580050.0,3.0,2.5,2.0
640000.0,4.0,2.0,1.0
417000.0,3.0,1.5,1.0
174950.0,3.0,1.0,1.0
295000.0,3.0,1.5,1.0
423000.0,4.0,1.75,1.0
839000.0,3.0,1.0,1.0
343000.0,4.0,1.75,1.0
467000.0,3.0,1.0,1.0
