price,bedrooms,bathrooms,floors
512500.0,3.0,2.5,2.0
575000.0,4.0,2.5,1.0
465000.0,3.0,1.75,1.0
270000.0,3.0,1.0,1.0
340000.0,3.0,1.75,1.0
765000.0,5.0,3.75,2.0
497000.0,4.0,2.5,2.0
803100.0,4.0,2.5,2.0
344000.0,3.0,2.5,3.0
828950.0,4.0,3.5,2.0
386380.0,3.0,2.5,2.0
312000.0,3.0,2.25,2.0
720000.0,3.0,2.5,2.0
914500.0,4.0,2.5,3.0
819995.0,5.0,2.75,2.0
252700.0,2.0,1.5,1.0
437500.0,3.0,2.5,2.0
350000.0,1.0,1.0,1.0
619000.0,3.0,2.5,2.0
408200.0,3.0,2.5,2.0
451000.0,3.0,1.75,1.5
317000.0,3.0,2.0,1.0
799000.0,4.0,3.25,2.0
720000.0,2.0,1.0,1.0
490000.0,3.0,2.0,1.5
239900.0,4.0,2.25,1.0
446000.0,4.0,2.25,1.0
275000.0,3.0,2.5,2.0
239950.0,5.0,1.0,2.0
248000.0,4.0,3.5,2.0
619500.0,3.0,2.5,2.0
363750.0,3.0,1.75,2.0
385000.0,3.0,1.75,1.0
370000.0,4.0,1.5,1.0
425000.0,3.0,2.5,1.0
342000.0,3.0,1.0,1.0
345000.0,4.0,1.0,1.5
724800.0,3.0,2.0,1.0
725000.0,5.0,2.75,2.0
605000.0,2.0,1.0,1.0
350000.0,4.0,2.5,2.0
785000.0,3.0,2.0,1.0
250000.0,3.0,2.0,1.0
565000.0,3.0,2.25,3.0
875000.0,3.0,2.0,1.0
862500.0,4.0,2.75,2.0
400000.0,3.0,2.5,2.0
282613.0,2.0,1.0,1.0
174500.0,2.0,1.0,1.0
306500.0,3.0,2.25,1.0
445000.0,3.0,2.25,2.0
433000.0,4.0,2.5,2.0
306000.0,3.0,2.5,2.0
620000.0,3.0,2.25,1.5
245000.0,2.0,1.0,1.0
238000.0,3.0,2.0,2.0
523000.0,3.0,1.5,1.5
522500.0,3.0,2.5,2.0
180000.0,3.0,1.0,1.0
375000.0,3.0,1.5,2.0
249000.0,3.0,2.25,1.0
730100.0,4.0,2.5,2.0
551000.0,2.0,2.0,1.0
375000.0,4.0,2.5,2.0
540000.0,1.0,1.0,1.5
605000.0,3.0,2.25,2.0
205000.0,5.0,1.75,1.0
645000.0,4.0,2.5,2.0
314000.0,4.0,2.5,2.0
330000.0,3.0,1.5,1.0
490000.0,2.0,1.0,1.0
445000.0,3.0,3.0,1.0
2000000.0,5.0,4.25,2.0
377500.0,3.0,2.25,2.0
480000.0,4.0,2.5,2.0
804995.0,5.0,1.5,2.0
341000.0,3.0,2.5,2.0
675000.0,5.0,2.5,2.0
611000.0,3.0,2.5,2.5
379950.0,3.0,3.25,3.0
1270000.0,4.0,3.0,2.0
500000.0,2.0,2.5,2.0
410000.0,3.0,2.0,1.0
415000.0,3.0,2.5,2.0
297000.0,5.0,2.5,2.0
575550.0,4.0,2.5,1.0
534640.0,3.0,2.5,1.0
352500.0,3.0,2.25,1.0
488000.0,2.0,2.0,1.0
732000.0,3.0,2.0,1.0
215000.0,2.0,2.25,2.0
592500.0,2.0,2.0,1.5
290000.0,4.0,2.5,2.0
475000.0,2.0,1.0,1.0
320000.0,3.0,2.5,2.0
1216000.0,4.0,2.5,1.0
290000.0,5.0,1.5,1.5
487250.0,4.0,2.0,1.5
339000.0,4.0,2.5,2.0
440000.0,2.0,1.5,1.5
366500.0,4.0,2.75,1.0
462000.0,3.0,1.5,1.5
560000.0,4.0,1.0,1.5
285000.0,4.0,1.75,1.0
280000.0,3.0,2.5,2.0
210000.0,3.0,1.0,1.0
690000.0,3.0,2.0,1.5
256500.0,2.0,1.0,1.0
411000.0,4.0,2.75,2.0
215000.0,3.0,1.0,1.0
762000.0,5.0,2.0,1.5
359950.0,3.0,1.0,1.0
480000.0,4.0,3.5,2.0
1405000.0,4.0,3.5,2.0
390000.0,4.0,2.5,2.0
413500.0,2.0,1.0,1.0
285000.0,1.0,1.5,2.0
475000.0,4.0,2.5,1.0
386591.0,3.0,2.5,2.0
524950.0,3.0,1.75,1.0
241000.0,2.0,2.0,2.0
461000.0,2.0,1.0,1.0
810000.0,4.0,2.5,2.0
885000.0,4.0,2.75,1.5
247000.0,3.0,2.25,2.0
296500.0,3.0,2.75,1.0
141800.0,2.0,1.0,1.0
333000.0,4.0,2.0,2.0
602000.0,5.0,1.75,1.5
565000.0,4.0,2.25,2.0
373000.0,3.0,2.5,2.0
588000.0,3.0,2.25,1.0
485000.0,3.0,1.0,1.5
482500.0,3.0,2.25,2.0
251200.0,4.0,1.5,1.0
869000.0,5.0,3.25,2.0
464000.0,3.0,1.75,1.0
755000.0,4.0,2.5,2.0
280000.0,3.0,2.5,2.0
485000.0,2.0,2.25,3.0
305000.0,3.0,1.75,1.0
110700.0,2.0,1.0,1.0
850000.0,4.0,3.5,2.0
350000.0,3.0,2.25,2.0
319950.0,4.0,1.75,1.0
700000.0,3.0,1.75,1.0
368000.0,2.0,1.5,1.0
433500.0,3.0,2.5,2.0
611000.0,4.0,2.5,2.0
1000000.0,2.0,1.75,1.0
307000.0,3.0,1.0,1.0
442500.0,3.0,1.75,1.0
485000.0,3.0,1.75,2.0
367000.0,2.0,1.0,1.0
429000.0,3.0,2.5,2.0
446000.0,5.0,2.75,1.0
572500.0,3.0,2.25,1.0
477000.0,3.0,2.5,3.0
518000.0,3.0,2.5,2.0
462000.0,5.0,1.75,1.0
1190000.0,4.0,3.0,1.5
137000.0,3.0,1.0,1.0
530000.0,3.0,3.5,2.0
818000.0,2.0,2.5,1.0
640000.0,2.0,2.25,3.0
298450.0,5.0,3.0,1.0
575000.0,4.0,2.5,2.0
730000.0,4.0,2.5,2.0
551000.0,3.0,2.5,2.0
271310.0,2.0,1.0,1.5
675000.0,4.0,3.0,1.0
479000.0,3.0,2.5,3.0
520000.0,4.0,3.5,2.0
599950.0,3.0,2.5,2.0
483945.0,2.0,1.75,1.0
390000.0,4.0,2.25,1.0
192500.0,2.0,1.0,1.0
330000.0,2.0,1.0,1.0
250000.0,4.0,2.0,1.0
243000.0,2.0,1.0,1.5
575000.0,4.0,1.75,1.0
639000.0,4.0,2.5,2.0
710000.0,2.0,1.0,1.0
675000.0,3.0,2.25,2.0
405000.0,5.0,2.5,2.0
615000.0,4.0,2.75,1.0
490000.0,3.0,1.0,1.0
467000.0,3.0,2.25,2.0
480000.0,4.0,2.75,1.0
755000.0,6.0,2.0,1.0
760000.0,4.0,1.75,1.0
387000.0,2.0,2.25,2.0
925000.0,4.0,2.25,1.0
415000.0,2.0,1.0,1.0
263000.0,3.0,1.75,2.0
519900.0,4.0,2.0,1.0
570000.0,2.0,1.75,1.0
450000.0,3.0,1.5,1.0
1300000.0,4.0,3.5,1.0
300000.0,3.0,1.0,1.0
320000.0,3.0,1.75,1.0
387500.0,4.0,1.0,1.5
458000.0,1.0,2.25,1.0
1212500.0,4.0,3.5,1.0
380000.0,4.0,3.0,2.0
200000.0,3.0,1.0,1.0
385000.0,3.0,1.5,1.0
396675.0,2.0,1.0,2.0
452000.0,4.0,1.0,1.5
426000.0,4.0,2.5,2.0
792000.0,3.0,1.5,2.0
315000.0,3.0,2.25,1.0
1275000.0,4.0,2.0,1.0
326000.0,6.0,3.0,1.0
268500.0,2.0,1.0,1.0
440000.0,2.0,1.75,2.0
300000.0,3.0,1.0,1.0
525000.0,3.0,1.5,2.0
978000.0,4.0,2.75,1.5
1125000.0,6.0,3.0,2.0
700000.0,4.0,1.0,1.5
315000.0,2.0,1.0,1.0
309000.0,3.0,1.0,1.5
219950.0,3.0,1.5,1.0
289000.0,3.0,2.5,2.0
210000.0,4.0,1.75,1.0
260000.0,4.0,2.5,2.0
699000.0,4.0,2.5,2.0
1800000.0,4.0,3.5,1.0
299950.0,3.0,1.0,1.0
749950.0,3.0,2.5,2.0
1100000.0,3.0,2.0,2.0
555000.0,3.0,2.5,1.0
384000.0,3.0,2.5,2.0
499950.0,5.0,3.5,2.0
430000.0,3.0,1.75,1.0
350000.0,4.0,2.25,2.0
620000.0,3.0,2.5,2.0
765000.0,4.0,2.25,1.0
250000.0,4.0,1.5,1.0
376000.0,2.0,1.0,1.0
475000.0,4.0,1.75,1.0
120750.0,3.0,1.75,1.0
1690000.0,3.0,1.75,1.0
330000.0,3.0,1.0,1.0
619500.0,3.0,2.5,2.0
345000.0,3.0,1.5,1.0
598000.0,5.0,2.25,2.0
335000.0,3.0,1.0,1.0
372500.0,4.0,1.75,2.0
300000.0,6.0,5.25,2.0
194000.0,1.0,1.0,1.0
507500.0,3.0,2.0,1.0
325000.0,4.0,2.25,1.0
329900.0,3.0,2.5,2.0
329000.0,4.0,2.5,1.0
494000.0,4.0,1.75,1.5
206000.0,4.0,2.0,1.0
423000.0,4.0,1.75,1.0
259000.0,3.0,1.0,1.0
879950.0,4.0,2.25,1.0
345600.0,5.0,3.5,2.5
395000.0,3.0,1.5,1.5
625000.0,4.0,2.5,2.0
439000.0,3.0,2.0,2.0
380000.0,3.0,1.75,2.0
440000.0,3.0,1.5,3.0
415000.0,3.0,2.25,2.0
860000.0,4.0,2.75,2.0
500000.0,3.0,2.5,3.0
953007.0,4.0,3.5,2.0
515000.0,4.0,2.5,2.0
772000.0,3.0,2.25,3.0
329995.0,4.0,2.5,2.0
409316.0,3.0,2.5,2.0
490000.0,5.0,3.5,3.0
305000.0,2.0,2.5,2.0
785000.0,4.0,3.5,2.0
240000.0,2.0,1.75,1.0
325000.0,3.0,1.0,1.0
535800.0,4.0,2.5,2.0
720000.0,3.0,2.5,3.0
374000.0,3.0,1.75,1.0
189650.0,2.0,1.75,1.0
420850.0,1.0,1.0,1.0
815000.0,4.0,2.75,2.0
1065000.0,2.0,1.75,2.0
199000.0,4.0,2.0,2.0
195000.0,3.0,1.75,1.0
1506000.0,4.0,3.25,2.5
288400.0,3.0,2.25,2.0
442000.0,4.0,2.25,1.0
619420.0,4.0,2.75,2.0
635000.0,4.0,2.25,1.0
210000.0,3.0,1.0,1.0
512500.0,3.0,2.5,2.0
567000.0,3.0,2.5,2.0
525000.0,3.0,2.75,2.0
475000.0,4.0,2.0,1.0
250000.0,3.0,2.0,1.0
220000.0,3.0,1.0,1.0
230000.0,5.0,2.0,1.5
385500.0,3.0,2.0,1.0
895000.0,5.0,3.0,1.0
368250.0,3.0,2.5,2.0
249900.0,2.0,1.0,1.0
350000.0,3.0,1.5,1.0
175000.0,3.0,1.75,1.0
270000.0,3.0,1.75,1.0
495000.0,3.0,3.5,2.0
1580000.0,3.0,3.25,2.0
542500.0,5.0,3.25,1.5
330000.0,3.0,1.0,1.0
1003000.0,4.0,2.75,2.0
299800.0,2.0,1.0,1.0
299900.0,3.0,2.5,2.0
691000.0,4.0,2.75,1.0
195000.0,2.0,1.0,1.0
405000.0,3.0,1.75,1.0
360000.0,2.0,0.75,1.0
256750.0,3.0,2.5,1.0
332500.0,3.0,2.25,2.0
975000.0,5.0,4.0,2.0
218000.0,3.0,1.0,1.0
429000.0,3.0,2.5,2.0
589000.0,4.0,2.5,2.0
255000.0,3.0,1.5,1.0
668750.0,4.0,2.5,1.0
344500.0,4.0,2.75,1.0
452000.0,4.0,2.0,1.0
540000.0,3.0,1.75,1.0
246000.0,3.0,1.5,1.0
535000.0,2.0,1.0,1.0
970000.0,4.0,3.25,1.0
430000.0,3.0,1.0,1.0
520000.0,4.0,2.5,2.0
712000.0,4.0,2.5,2.0
450000.0,2.0,1.0,1.0
220000.0,4.0,2.5,2.0
525000.0,3.0,1.0,1.0
1220000.0,4.0,2.5,2.0
540000.0,3.0,2.0,2.0
600000.0,4.0,2.5,2.0
600000.0,3.0,2.25,2.0
625000.0,4.0,2.5,2.0
150000.0,3.0,1.0,1.0
389999.0,3.0,2.25,2.0
285000.0,3.0,1.75,1.5
744000.0,4.0,2.75,2.0
700000.0,4.0,2.5,2.0
318989.0,4.0,2.25,1.0
556000.0,3.0,2.25,2.0
275000.0,3.0,2.5,2.0
430000.0,3.0,2.75,2.0
300000.0,2.0,1.0,1.0
396450.0,3.0,1.75,1.0
225000.0,2.0,1.0,1.0
700000.0,4.0,3.25,2.0
260000.0,6.0,2.0,1.0
655000.0,4.0,3.5,2.0
1185000.0,3.0,2.25,2.0
1550000.0,3.0,2.5,2.0
413800.0,3.0,2.0,1.0
950000.0,5.0,3.75,2.0
334990.0,4.0,2.5,2.0
2700000.0,5.0,4.75,2.0
1030000.0,3.0,4.0,2.0
1130000.0,4.0,3.25,1.0
556000.0,3.0,3.0,2.0
360000.0,3.0,2.5,3.0
480000.0,4.0,2.25,2.0
324000.0,3.0,2.5,2.0
1050000.0,4.0,3.25,2.0
275000.0,1.0,0.75,1.0
180000.0,3.0,1.0,1.0
749000.0,4.0,2.5,2.0
1600000.0,3.0,2.5,1.0
373500.0,2.0,1.0,1.0
770000.0,4.0,2.5,2.0
356000.0,2.0,1.75,1.0
625000.0,3.0,1.75,1.0
494400.0,2.0,1.75,1.0
585000.0,4.0,1.75,1.0
926300.0,3.0,1.5,2.0
600000.0,3.0,1.75,1.0
430000.0,4.0,3.0,2.0
307000.0,3.0,1.5,1.0
604700.0,4.0,2.75,1.0
219900.0,3.0,1.0,1.0
270000.0,2.0,1.5,2.0
432000.0,3.0,2.25,2.0
300000.0,6.0,2.0,1.0
361000.0,3.0,1.0,1.5
249950.0,2.0,1.0,1.0
320000.0,3.0,2.0,1.0
305000.0,4.0,1.75,1.5
503000.0,2.0,1.75,1.0
235750.0,2.0,1.0,1.0
657000.0,4.0,1.75,1.0
385000.0,3.0,1.0,1.0
389950.0,4.0,2.5,2.0
150000.0,2.0,1.0,1.0
254500.0,4.0,2.75,2.0
555000.0,4.0,2.25,1.0
1075000.0,4.0,3.0,1.0
245000.0,4.0,2.0,1.0
319950.0,2.0,1.0,1.0
337000.0,3.0,1.0,1.0
492000.0,4.0,2.0,2.0
1170000.0,3.0,2.75,2.0
348580.0,3.0,1.0,1.0
180000.0,2.0,1.0,1.0
400000.0,3.0,1.0,1.0
295000.0,4.0,2.0,1.0
910000.0,4.0,3.25,1.5
1150000.0,6.0,4.5,2.0
431500.0,3.0,3.5,2.0
180000.0,4.0,1.5,1.0
677000.0,3.0,2.0,1.0
1180500.0,3.0,1.75,1.0
635700.0,4.0,2.5,1.0
482000.0,5.0,2.25,1.0
168000.0,2.0,2.5,2.0
805000.0,4.0,2.75,1.0
398000.0,2.0,1.0,1.5
665000.0,4.0,2.5,2.0
592500.0,4.0,3.0,1.0
940000.0,4.0,2.75,1.5
655000.0,4.0,2.5,2.0
622500.0,4.0,2.5,2.0
380000.0,2.0,2.5,2.0
648360.0,4.0,1.75,1.0
432000.0,3.0,2.75,1.0
1050000.0,4.0,2.5,1.5
353250.0,2.0,1.0,2.0
1000000.0,4.0,3.0,2.0
320000.0,3.0,2.25,2.0
349900.0,4.0,2.5,2.0
330000.0,4.0,3.5,2.0
408000.0,3.0,2.25,1.0
321000.0,3.0,2.25,3.0
1051000.0,4.0,3.75,2.5
2150000.0,4.0,5.5,2.0
359000.0,3.0,1.5,3.0
300000.0,5.0,2.5,2.0
380000.0,5.0,3.5,2.0
660000.0,3.0,2.5,2.0
355000.0,3.0,2.25,3.0
259000.0,3.0,2.5,2.0
353000.0,1.0,1.0,2.0
430000.0,2.0,2.5,2.0
460000.0,3.0,1.0,1.5
80000.0,1.0,0.75,1.0
782000.0,4.0,2.5,2.0
218000.0,3.0,1.0,1.0
325000.0,3.0,1.0,1.0
980000.0,4.0,3.0,1.0
902000.0,4.0,2.25,1.0
556000.0,5.0,2.5,2.0
662990.0,3.0,1.75,1.5
225000.0,2.0,1.0,1.5
439950.0,4.0,2.5,2.0
175000.0,2.0,1.0,1.0
306000.0,2.0,1.0,1.0
235000.0,4.0,2.5,1.0
399500.0,3.0,1.75,2.0
478000.0,3.0,1.0,1.5
515000.0,2.0,1.0,1.0
550000.0,3.0,2.5,2.0
149000.0,3.0,1.0,1.0
526000.0,3.0,1.75,1.0
527550.0,1.0,0.75,1.0
1050000.0,3.0,4.0,2.0
625000.0,3.0,2.5,1.0
950000.0,5.0,3.25,2.0
377691.0,5.0,1.75,1.0
648475.0,4.0,2.75,1.0
383000.0,3.0,1.0,1.0
535000.0,3.0,2.5,2.0
449950.0,3.0,2.0,2.0
465425.0,4.0,2.75,1.0
675000.0,4.0,2.5,2.0
599000.0,3.0,2.75,1.5
416000.0,3.0,1.5,1.0
595000.0,2.0,1.5,1.0
200000.0,4.0,1.0,1.0
402000.0,3.0,2.0,2.0
433000.0,4.0,1.75,1.0
275000.0,4.0,1.5,2.0
410000.0,3.0,2.0,1.5
554820.0,4.0,2.0,1.0
1325000.0,4.0,3.0,1.0
735000.0,3.0,2.5,2.0
607000.0,3.0,1.0,1.0
549900.0,4.0,3.0,2.0
258000.0,3.0,1.75,1.0
661254.0,4.0,4.0,1.5
945000.0,4.0,2.0,1.0
799950.0,4.0,3.5,2.0
132500.0,3.0,1.0,1.0
467100.0,3.0,1.75,1.0
1610000.0,4.0,3.5,2.0
641000.0,3.0,1.75,1.0
350000.0,3.0,1.0,1.0
335000.0,4.0,2.5,1.0
900000.0,3.0,3.5,1.5
440000.0,4.0,2.5,1.0
464600.0,3.0,1.75,1.5
1200000.0,4.0,3.5,2.0
300000.0,2.0,1.0,1.0
670500.0,4.0,2.0,1.0
552000.0,3.0,1.0,1.0
244000.0,4.0,1.0,1.0
788600.0,4.0,2.75,2.0
445000.0,3.0,2.0,1.0
530000.0,4.0,1.75,1.0
90000.0,2.0,1.0,1.0
585000.0,3.0,2.0,1.5
498000.0,2.0,2.0,1.0
379000.0,2.0,1.0,1.0
462000.0,3.0,1.75,1.0
388000.0,4.0,2.5,2.0
255000.0,3.0,2.0,1.5
665000.0,3.0,2.75,1.0
550000.0,3.0,2.0,1.0
606000.0,3.0,1.0,1.0
334000.0,4.0,2.5,1.0
360000.0,3.0,2.0,3.0
235000.0,2.0,1.0,1.5
580000.0,3.0,2.5,3.0
355000.0,3.0,2.0,3.0
375000.0,2.0,2.5,2.0
372000.0,4.0,1.75,1.0
479000.0,3.0,1.0,1.5
2000000.0,5.0,4.0,3.0
1680000.0,4.0,4.25,2.0
501000.0,2.0,1.0,1.0
245000.0,3.0,1.75,1.0
496700.0,3.0,2.5,2.0
347000.0,4.0,1.5,2.0
199000.0,2.0,1.0,1.0
440500.0,3.0,2.5,2.0
820000.0,4.0,2.5,2.0
325000.0,4.0,3.5,1.5
195000.0,3.0,1.75,1.0
675000.0,3.0,3.0,1.0
295000.0,3.0,2.5,2.0
355300.0,3.0,2.5,1.0
276000.0,3.0,1.0,1.0
460000.0,2.0,1.5,1.0
880000.0,3.0,2.0,1.0
370000.0,3.0,2.5,2.0
346000.0,4.0,2.5,2.0
172500.0,3.0,1.0,1.0
379950.0,3.0,1.5,1.0
468000.0,2.0,1.0,1.0
477000.0,4.0,2.75,2.0
529000.0,3.0,1.0,1.5
312000.0,3.0,1.5,3.0
326100.0,2.0,1.0,1.0
360000.0,3.0,1.0,1.5
438000.0,3.0,1.75,1.0
360000.0,3.0,1.0,1.0
1050000.0,4.0,2.5,1.0
688000.0,4.0,3.0,1.5
585000.0,3.0,1.75,1.0
265000.0,3.0,2.5,1.0
375000.0,3.0,1.75,1.0
326500.0,3.0,1.0,2.0
160000.0,2.0,1.0,1.0
1570000.0,4.0,3.75,2.0
735000.0,5.0,2.75,2.0
400000.0,2.0,1.0,1.0
800000.0,4.0,2.5,1.0
949880.0,4.0,2.25,2.0
405000.0,3.0,1.75,1.0
399000.0,4.0,2.5,2.0
730001.0,3.0,2.0,1.0
1795000.0,4.0,3.25,2.0
260000.0,3.0,2.0,1.0
751750.0,2.0,2.0,1.5
325000.0,3.0,1.75,1.0
344950.0,4.0,2.0,1.0
457500.0,3.0,1.75,1.0
389000.0,5.0,2.0,1.0
515000.0,4.0,2.5,2.0
732000.0,3.0,2.5,2.0
415000.0,3.0,2.25,1.0
1655000.0,4.0,3.5,2.0
535000.0,2.0,1.0,1.0
540000.0,4.0,4.25,2.0
525000.0,5.0,3.0,1.5
570000.0,3.0,1.75,1.0
569950.0,5.0,4.5,2.0
283200.0,4.0,2.5,2.0
1100000.0,3.0,2.75,1.5
830000.0,4.0,2.5,1.0
495000.0,4.0,2.25,1.0
292050.0,5.0,3.0,1.0
415000.0,5.0,1.5,1.0
295832.0,5.0,1.0,1.0
450000.0,4.0,2.5,2.0
1381000.0,4.0,3.75,2.5
857000.0,4.0,3.0,2.0
499950.0,3.0,3.5,2.0
465000.0,3.0,2.0,1.0
329000.0,3.0,1.0,1.0
475000.0,3.0,2.0,1.0
255000.0,3.0,1.0,1.0
435000.0,3.0,1.0,1.5
685000.0,3.0,2.5,2.0
715000.0,2.0,2.5,1.0
780000.0,3.0,3.0,1.5
345000.0,2.0,1.5,2.0
355000.0,4.0,2.25,2.0
282000.0,3.0,2.5,1.0
244000.0,3.0,1.0,1.0
967500.0,3.0,3.75,2.0
375000.0,3.0,1.5,1.0
1600000.0,3.0,3.25,2.0
527500.0,3.0,1.75,1.0
994000.0,3.0,2.25,1.5
313000.0,3.0,1.75,1.0
587000.0,3.0,2.25,2.0
304000.0,3.0,1.0,1.0
675000.0,3.0,2.5,2.0
305000.0,4.0,1.0,1.0
280000.0,3.0,1.0,1.0
960000.0,5.0,4.0,2.0
500000.0,3.0,2.25,2.0
274950.0,3.0,1.75,1.0
455600.0,3.0,2.5,2.0
970000.0,5.0,3.0,2.0
312900.0,4.0,2.5,2.0
535000.0,4.0,2.5,2.0
427000.0,2.0,1.0,1.0
405000.0,2.0,1.0,1.0
480000.0,3.0,1.0,1.0
725000.0,3.0,1.5,1.5
293000.0,4.0,2.5,1.0
268000.0,4.0,2.0,1.0
475000.0,4.0,3.5,2.0
488000.0,3.0,2.5,3.0
760000.0,4.0,2.5,2.0
1710000.0,5.0,4.5,2.0
754950.0,3.0,2.5,2.0
263900.0,3.0,2.5,2.0
460000.0,3.0,3.5,2.0
399950.0,3.0,3.0,3.0
370000.0,2.0,2.25,2.0
1149000.0,4.0,3.0,2.0
450800.0,4.0,3.25,2.0
627000.0,3.0,3.5,2.0
495000.0,3.0,2.5,3.0
310000.0,3.0,1.0,1.5
550000.0,4.0,1.0,1.0
215000.0,2.0,1.0,1.0
799000.0,4.0,3.0,2.0
630000.0,4.0,2.5,2.0
267000.0,3.0,2.5,2.0
900000.0,6.0,2.75,1.5
365000.0,3.0,1.5,1.0
544500.0,4.0,2.5,1.0
599000.0,4.0,2.75,1.0
815000.0,4.0,2.25,2.0
254000.0,2.0,1.0,1.0
740000.0,2.0,1.75,1.0
225000.0,3.0,2.0,1.0
925000.0,3.0,2.5,2.0
1285000.0,4.0,2.5,1.0
537000.0,3.0,2.5,2.0
335000.0,4.0,2.0,1.0
840000.0,4.0,2.75,2.0
224000.0,3.0,1.5,1.0
395000.0,3.0,2.5,2.0
450000.0,3.0,1.0,1.0
681000.0,3.0,1.0,1.5
898000.0,5.0,1.5,1.0
370000.0,3.0,1.0,1.0
429000.0,2.0,1.75,1.0
150000.0,3.0,1.0,1.5
555000.0,3.0,2.5,2.0
326000.0,3.0,2.75,1.0
225000.0,3.0,2.5,2.0
245100.0,3.0,1.75,1.0
665000.0,3.0,2.5,2.0
535000.0,3.0,2.5,2.0
305000.0,3.0,1.0,1.0
999000.0,7.0,4.0,1.0
215000.0,3.0,1.75,1.0
432500.0,3.0,1.75,1.0
655000.0,4.0,2.5,2.0
266200.0,3.0,1.5,1.0
244615.0,3.0,2.5,2.0
460000.0,4.0,3.0,2.0
370000.0,4.0,2.5,2.0
465000.0,6.0,3.25,1.0
1175000.0,3.0,2.5,1.0
189000.0,2.0,2.0,1.0
820000.0,3.0,2.5,2.0
968000.0,6.0,2.75,1.0
1400000.0,4.0,3.25,2.0
438750.0,3.0,1.75,1.0
1210000.0,4.0,2.75,2.0
600000.0,4.0,2.0,1.0
589000.0,3.0,1.0,1.5
590000.0,3.0,2.0,2.0
479900.0,3.0,2.0,1.0
210000.0,2.0,1.5,2.0
745000.0,3.0,1.75,1.0
840500.0,3.0,2.0,1.5
420000.0,3.0,1.75,1.0
565000.0,7.0,4.5,1.0
840000.0,4.0,2.5,2.0
681716.0,4.0,2.5,2.0
600000.0,3.0,1.75,1.0
380000.0,3.0,2.0,1.0
168500.0,3.0,1.0,1.0
355000.0,2.0,1.0,1.0
277000.0,4.0,1.0,1.0
236000.0,4.0,2.25,1.0
270000.0,3.0,1.75,1.0
700000.0,2.0,1.75,1.5
425000.0,4.0,2.75,1.0
635000.0,3.0,2.5,1.5
510250.0,3.0,1.75,1.0
960000.0,4.0,2.25,2.0
254000.0,3.0,2.0,1.0
299000.0,3.0,1.0,1.5
175000.0,2.0,1.0,1.0
157500.0,2.0,1.0,1.0
580000.0,5.0,2.0,1.0
124740.0,3.0,1.0,1.0
1970000.0,8.0,3.5,2.0
285000.0,2.0,1.0,1.0
242000.0,3.0,1.75,1.0
840000.0,4.0,1.75,2.0
474800.0,2.0,3.25,3.0
490000.0,4.0,2.5,2.0
465000.0,3.0,2.25,2.0
515000.0,4.0,2.5,2.0
430000.0,3.0,3.75,1.0
253400.0,3.0,2.0,1.0
355000.0,3.0,2.5,1.0
740000.0,4.0,2.25,2.0
186950.0,2.0,2.0,2.0
306000.0,3.0,2.5,2.0
510000.0,4.0,1.5,1.0
345000.0,2.0,1.0,1.0
875000.0,3.0,2.75,1.0
700000.0,4.0,3.5,2.0
1400000.0,4.0,3.25,1.0
499950.0,4.0,2.5,2.0
739000.0,3.0,2.5,2.0
363000.0,4.0,2.5,2.0
782000.0,4.0,3.5,2.0
325000.0,2.0,2.5,2.0
485000.0,4.0,1.0,1.5
452000.0,4.0,2.25,1.0
264950.0,4.0,2.25,1.0
472000.0,6.0,2.5,1.0
267500.0,3.0,1.75,1.0
565000.0,4.0,2.5,2.0
535000.0,3.0,2.5,3.0
389000.0,2.0,1.0,1.0
400000.0,4.0,1.5,1.0
264000.0,3.0,1.5,1.0
690000.0,4.0,2.5,2.0
412000.0,3.0,1.75,1.0
695000.0,3.0,2.5,2.0
